Dictionary Name,Total Sentences (#),Total Correct Transformations (#),Total Pos->Pos Transformations (#),Correct Pos->Pos Transformations (#),Total Pos->Neg Transformations (#),Correct Pos->Neg Transformations (#),Correct Pos->Pos Transformations (%),Correct Pos->Neg Transformations (%),Total Correct Transformations (%),Total source tokens,Total Prediction Tokens per Source,Total Target Tokens per Source,Pos->Pos Token Precision (%),Pos->Neg Token Precision (%),Pos->Pos Token Recall (%),Pos->Neg Token Recall (%),Pos->Pos Category Precision (%),Pos->Neg Category Precision (%),Pos->Pos Category Recall (%),Pos->Neg Category Recall (%),Parseable Sentences (#),Pos->Pos Parseable Sentences (#),Pos->Neg Parseable Sentences (#),Parseable Sentences (%),Pos->Pos Parseable Sentences (%),Pos->Neg Parseable Sentences (%),Pos->Pos Preseve Tree Structures (%),Pos->Pos Preserve Significant Clauses (%),Pos->Neg Preseve Tree Structures (%),Pos->Neg Preserve Significant Clauses (%),Pos->Neg Predictions with Main Clause (#),Pos->Neg Predictions that Negate Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (%),Pos->Neg Predictions without Main Clause (#),Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),Pos->Neg Predictions with Main Clause (%),Pos->Neg Predictions Containing the Target Verb (%),Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb)
7.00,182.00,80.00,80.00,80.00,102.00,0.00,1.00,0.00,0.44,714.00,842.00,816.00,1.00,0.28,1.00,0.29,1.00,0.29,1.00,0.29,166.00,80.00,86.00,0.91,1.00,0.84,1.00,1.00,0.00,0.01,54.00,53.00,1.00,0.02,32.00,0.52,0.98,0.53,0.94,0.08,0.08
8.00,114.00,60.00,60.00,60.00,54.00,0.00,1.00,0.00,0.53,432.00,506.00,486.00,1.00,0.24,1.00,0.25,1.00,0.24,1.00,0.25,112.00,60.00,52.00,0.98,1.00,0.96,1.00,1.00,0.00,0.02,37.00,36.00,1.00,0.03,15.00,0.67,0.97,0.69,1.00,0.13,0.13
9.00,806.00,415.00,415.00,415.00,391.00,0.00,1.00,0.00,0.51,"3,519.00","4,066.00","3,910.00",1.00,0.33,1.00,0.34,1.00,0.33,1.00,0.34,776.00,415.00,361.00,0.96,1.00,0.92,1.00,1.00,0.00,0.01,231.00,226.00,5.00,0.02,130.00,0.58,0.98,0.59,0.99,0.00,0.00
10.00,406.00,192.00,192.00,192.00,214.00,0.00,1.00,0.00,0.47,"2,140.00","2,421.00","2,354.00",1.00,0.31,1.00,0.32,1.00,0.31,1.00,0.32,396.00,192.00,204.00,0.98,1.00,0.95,1.00,1.00,0.00,0.02,164.00,160.00,4.00,0.02,40.00,0.75,0.98,0.77,1.00,0.00,0.00
11.00,799.00,397.00,400.00,397.00,399.00,0.00,0.99,0.00,0.50,"4,389.00","4,950.00","4,788.00",1.00,0.35,1.00,0.36,1.00,0.35,1.00,0.36,772.00,400.00,372.00,0.97,1.00,0.93,1.00,1.00,0.00,0.02,257.00,248.00,9.00,0.04,115.00,0.62,0.97,0.64,1.00,0.11,0.11
12.00,424.00,196.00,202.00,196.00,222.00,0.00,0.97,0.00,0.46,"2,664.00","2,958.00","2,886.00",0.99,0.36,0.99,0.36,1.00,0.36,1.00,0.37,417.00,202.00,215.00,0.98,1.00,0.97,1.00,1.00,0.00,0.04,163.00,153.00,9.00,0.06,52.00,0.69,0.94,0.73,1.00,0.13,0.13
13.00,715.00,334.00,361.00,334.00,354.00,0.00,0.93,0.00,0.47,"4,602.00","5,048.00","4,956.00",0.99,0.39,0.99,0.40,1.00,0.40,1.00,0.41,689.00,360.00,329.00,0.96,1.00,0.93,0.98,0.99,0.00,0.01,231.00,229.00,2.00,0.01,98.00,0.65,0.99,0.65,0.95,0.01,0.01
14.00,523.00,235.00,257.00,235.00,266.00,0.00,0.91,0.00,0.45,"3,724.00","4,079.00","3,990.00",0.98,0.38,0.98,0.39,0.99,0.39,0.99,0.40,505.00,257.00,248.00,0.97,1.00,0.93,0.97,0.98,0.00,0.01,174.00,172.00,2.00,0.01,74.00,0.65,0.99,0.65,0.93,0.00,0.00
15.00,"1,559.00",677.00,761.00,677.00,798.00,0.00,0.89,0.00,0.43,"11,970.00","13,144.00","12,768.00",0.98,0.35,0.98,0.36,0.99,0.36,0.99,0.37,"1,475.00",755.00,720.00,0.95,0.99,0.90,0.98,0.99,0.00,0.01,452.00,446.00,6.00,0.01,268.00,0.56,0.99,0.57,0.99,0.08,0.08
16.00,"1,063.00",472.00,524.00,472.00,539.00,0.00,0.90,0.00,0.44,"8,624.00","9,354.00","9,163.00",0.98,0.40,0.98,0.40,0.99,0.41,0.99,0.42,"1,013.00",520.00,493.00,0.95,0.99,0.91,0.97,0.98,0.00,0.00,365.00,361.00,2.00,0.01,128.00,0.67,0.99,0.68,0.98,0.12,0.13
