Dictionary Name,Total Sentences (#),Total Correct Transformations (#),Total Pos->Pos Transformations (#),Correct Pos->Pos Transformations (#),Total Pos->Neg Transformations (#),Correct Pos->Neg Transformations (#),Correct Pos->Pos Transformations (%),Correct Pos->Neg Transformations (%),Total Correct Transformations (%),Total source tokens,Total Prediction Tokens per Source,Total Target Tokens per Source,Pos->Pos Token Precision (%),Pos->Neg Token Precision (%),Pos->Pos Token Recall (%),Pos->Neg Token Recall (%),Pos->Pos Category Precision (%),Pos->Neg Category Precision (%),Pos->Pos Category Recall (%),Pos->Neg Category Recall (%),Parseable Sentences (#),Pos->Pos Parseable Sentences (#),Pos->Neg Parseable Sentences (#),Parseable Sentences (%),Pos->Pos Parseable Sentences (%),Pos->Neg Parseable Sentences (%),Pos->Pos Preseve Tree Structures (%),Pos->Pos Preserve Significant Clauses (%),Pos->Neg Preseve Tree Structures (%),Pos->Neg Preserve Significant Clauses (%),Pos->Neg Predictions with Main Clause (#),Pos->Neg Predictions that Negate Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (%),Pos->Neg Predictions without Main Clause (#),Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),Pos->Neg Predictions with Main Clause (%),Pos->Neg Predictions Containing the Target Verb (%),Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb)
7.00,182.00,79.00,80.00,79.00,102.00,0.00,0.99,0.00,0.43,714.00,818.00,816.00,1.00,0.44,1.00,0.44,1.00,0.44,1.00,0.44,177.00,80.00,97.00,0.97,1.00,0.95,1.00,1.00,0.00,0.67,83.00,15.00,68.00,0.82,14.00,0.15,0.18,0.81,0.95,0.08,0.08
8.00,114.00,60.00,60.00,60.00,54.00,0.00,1.00,0.00,0.53,432.00,487.00,486.00,1.00,0.37,1.00,0.37,1.00,0.37,1.00,0.37,109.00,60.00,49.00,0.96,1.00,0.91,1.00,1.00,0.00,0.54,47.00,18.00,29.00,0.62,2.00,0.33,0.38,0.87,0.98,0.13,0.13
9.00,806.00,414.00,415.00,414.00,391.00,0.00,1.00,0.00,0.51,"3,519.00","3,921.00","3,910.00",1.00,0.46,1.00,0.47,1.00,0.46,1.00,0.47,795.00,415.00,380.00,0.99,1.00,0.97,1.00,1.00,0.00,0.77,351.00,50.00,301.00,0.86,29.00,0.13,0.14,0.90,0.98,0.00,0.00
10.00,406.00,191.00,192.00,191.00,214.00,0.00,0.99,0.00,0.47,"2,140.00","2,368.00","2,354.00",1.00,0.42,1.00,0.42,1.00,0.42,1.00,0.42,399.00,192.00,207.00,0.98,1.00,0.97,1.00,1.00,0.00,0.60,185.00,56.00,129.00,0.70,22.00,0.26,0.30,0.86,0.99,0.00,0.00
11.00,799.00,399.00,400.00,399.00,399.00,0.00,1.00,0.00,0.50,"4,389.00","4,808.00","4,788.00",1.00,0.47,1.00,0.47,1.00,0.47,1.00,0.47,788.00,400.00,388.00,0.99,1.00,0.97,1.00,1.00,0.00,0.81,375.00,50.00,325.00,0.87,13.00,0.13,0.13,0.94,1.00,0.11,0.11
12.00,424.00,201.00,202.00,201.00,222.00,0.00,1.00,0.00,0.47,"2,664.00","2,901.00","2,886.00",1.00,0.45,1.00,0.45,1.00,0.45,1.00,0.45,420.00,201.00,219.00,0.99,1.00,0.99,1.00,1.00,0.00,0.55,203.00,80.00,123.00,0.61,16.00,0.36,0.39,0.91,1.00,0.13,0.13
13.00,715.00,343.00,361.00,343.00,354.00,0.00,0.95,0.00,0.48,"4,602.00","5,003.00","4,956.00",0.99,0.40,0.99,0.41,1.00,0.41,1.00,0.41,704.00,361.00,343.00,0.98,1.00,0.97,0.99,1.00,0.00,0.68,296.00,50.00,246.00,0.83,47.00,0.14,0.17,0.84,0.99,0.01,0.01
14.00,523.00,246.00,257.00,246.00,266.00,0.00,0.96,0.00,0.47,"3,724.00","4,032.00","3,990.00",0.99,0.38,0.99,0.38,0.99,0.38,0.99,0.38,500.00,253.00,247.00,0.96,0.98,0.93,0.98,0.98,0.00,0.54,215.00,60.00,155.00,0.72,32.00,0.23,0.28,0.81,0.97,0.00,0.00
15.00,"1,559.00",701.00,761.00,701.00,798.00,0.00,0.92,0.00,0.45,"11,970.00","12,774.00","12,768.00",0.99,0.41,0.99,0.41,0.99,0.41,0.99,0.41,"1,457.00",757.00,700.00,0.93,0.99,0.88,0.98,0.98,0.00,0.64,671.00,97.00,574.00,0.86,29.00,0.12,0.14,0.84,0.99,0.07,0.07
16.00,"1,063.00",488.00,524.00,488.00,539.00,0.00,0.93,0.00,0.46,"8,624.00","9,194.00","9,163.00",0.98,0.43,0.98,0.43,0.99,0.43,0.99,0.43,"1,007.00",517.00,490.00,0.95,0.99,0.91,0.96,0.97,0.00,0.59,472.00,122.00,350.00,0.74,18.00,0.23,0.26,0.88,0.99,0.12,0.12
17.00,462.00,173.00,236.00,173.00,226.00,0.00,0.73,0.00,0.37,"3,842.00","4,078.00","4,068.00",0.94,0.42,0.94,0.42,0.97,0.44,0.97,0.44,431.00,226.00,205.00,0.93,0.96,0.91,0.88,0.91,0.00,0.45,197.00,71.00,126.00,0.64,8.00,0.31,0.36,0.87,0.97,0.12,0.12
18.00,143.00,39.00,79.00,39.00,64.00,0.00,0.49,0.00,0.27,"1,152.00","1,212.00","1,216.00",0.88,0.44,0.88,0.44,0.93,0.46,0.93,0.46,129.00,73.00,56.00,0.90,0.92,0.88,0.82,0.84,0.00,0.30,54.00,29.00,25.00,0.46,2.00,0.45,0.54,0.84,0.95,0.06,0.07
19.00,768.00,158.00,379.00,158.00,389.00,0.00,0.42,0.00,0.21,"7,391.00","7,802.00","7,780.00",0.89,0.42,0.90,0.42,0.95,0.44,0.96,0.45,728.00,365.00,363.00,0.95,0.96,0.93,0.80,0.89,0.00,0.69,345.00,44.00,301.00,0.87,18.00,0.11,0.13,0.89,0.93,0.09,0.10
20.00,743.00,168.00,372.00,168.00,371.00,0.00,0.45,0.00,0.23,"7,420.00","7,826.00","7,791.00",0.88,0.42,0.88,0.42,0.93,0.45,0.93,0.45,674.00,340.00,334.00,0.91,0.91,0.90,0.75,0.83,0.00,0.58,313.00,66.00,247.00,0.79,21.00,0.18,0.21,0.84,0.92,0.08,0.09
21.00,547.00,81.00,285.00,81.00,262.00,0.00,0.28,0.00,0.15,"5,502.00","5,797.00","5,764.00",0.82,0.37,0.82,0.37,0.89,0.41,0.90,0.41,467.00,253.00,214.00,0.85,0.89,0.82,0.62,0.72,0.00,0.38,195.00,58.00,137.00,0.70,19.00,0.22,0.30,0.74,0.94,0.12,0.13
22.00,340.00,33.00,166.00,33.00,174.00,0.00,0.20,0.00,0.10,"3,828.00","4,020.00","4,002.00",0.78,0.36,0.78,0.36,0.85,0.40,0.85,0.40,279.00,141.00,138.00,0.82,0.85,0.79,0.57,0.63,0.00,0.27,124.00,47.00,77.00,0.62,14.00,0.27,0.38,0.71,0.93,0.09,0.09
23.00,233.00,10.00,106.00,10.00,127.00,0.00,0.09,0.00,0.04,"2,921.00","3,058.00","3,048.00",0.72,0.32,0.73,0.32,0.84,0.39,0.85,0.39,187.00,83.00,104.00,0.80,0.78,0.82,0.47,0.56,0.00,0.25,90.00,34.00,55.00,0.61,14.00,0.27,0.38,0.71,0.83,0.07,0.09
24.00,173.00,2.00,92.00,2.00,81.00,0.00,0.02,0.00,0.01,"1,944.00","2,034.00","2,025.00",0.64,0.32,0.64,0.32,0.77,0.37,0.77,0.37,130.00,68.00,62.00,0.75,0.74,0.77,0.33,0.43,0.00,0.14,42.00,17.00,25.00,0.60,20.00,0.21,0.40,0.52,0.84,0.11,0.13
