Dictionary Name,Total Sentences (#),Total Correct Transformations (#),Total Pos->Pos Transformations (#),Correct Pos->Pos Transformations (#),Total Pos->Neg Transformations (#),Correct Pos->Neg Transformations (#),Correct Pos->Pos Transformations (%),Correct Pos->Neg Transformations (%),Total Correct Transformations (%),Total source tokens,Total Prediction Tokens per Source,Total Target Tokens per Source,Pos->Pos Token Precision (%),Pos->Neg Token Precision (%),Pos->Pos Token Recall (%),Pos->Neg Token Recall (%),Pos->Pos Category Precision (%),Pos->Neg Category Precision (%),Pos->Pos Category Recall (%),Pos->Neg Category Recall (%),Parseable Sentences (#),Pos->Pos Parseable Sentences (#),Pos->Neg Parseable Sentences (#),Parseable Sentences (%),Pos->Pos Parseable Sentences (%),Pos->Neg Parseable Sentences (%),Pos->Pos Preseve Tree Structures (%),Pos->Pos Preserve Significant Clauses (%),Pos->Neg Preseve Tree Structures (%),Pos->Neg Preserve Significant Clauses (%),Pos->Neg Predictions with Main Clause (#),Pos->Neg Predictions that Negate Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (%),Pos->Neg Predictions without Main Clause (#),Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),Pos->Neg Predictions with Main Clause (%),Pos->Neg Predictions Containing the Target Verb (%),Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb)
7.00,182.00,80.00,80.00,80.00,102.00,0.00,1.00,0.00,0.44,714.00,827.00,816.00,1.00,0.35,1.00,0.36,1.00,0.35,1.00,0.36,178.00,80.00,98.00,0.98,1.00,0.96,1.00,1.00,0.00,0.06,25.00,19.00,6.00,0.24,73.00,0.19,0.76,0.25,0.84,0.08,0.09
8.00,114.00,60.00,60.00,60.00,54.00,0.00,1.00,0.00,0.53,432.00,504.00,486.00,1.00,0.27,1.00,0.28,1.00,0.27,1.00,0.28,111.00,60.00,51.00,0.97,1.00,0.94,1.00,1.00,0.00,0.07,36.00,32.00,4.00,0.11,15.00,0.59,0.89,0.67,1.00,0.11,0.11
9.00,806.00,415.00,415.00,415.00,391.00,0.00,1.00,0.00,0.51,"3,519.00","3,975.00","3,910.00",1.00,0.35,1.00,0.36,1.00,0.35,1.00,0.36,794.00,415.00,379.00,0.99,1.00,0.97,1.00,1.00,0.00,0.22,198.00,106.00,85.00,0.43,181.00,0.27,0.54,0.51,0.92,0.00,0.00
10.00,406.00,189.00,192.00,189.00,214.00,0.00,0.98,0.00,0.47,"2,140.00","2,399.00","2,354.00",1.00,0.35,1.00,0.35,1.00,0.35,1.00,0.35,395.00,191.00,204.00,0.97,0.99,0.95,0.99,0.99,0.00,0.11,148.00,121.00,24.00,0.16,56.00,0.57,0.82,0.69,0.98,0.00,0.00
11.00,799.00,398.00,400.00,398.00,399.00,0.00,1.00,0.00,0.50,"4,389.00","4,942.00","4,788.00",1.00,0.37,1.00,0.38,1.00,0.37,1.00,0.38,789.00,400.00,389.00,0.99,1.00,0.97,1.00,1.00,0.00,0.35,232.00,83.00,139.00,0.60,157.00,0.21,0.36,0.58,1.00,0.11,0.11
12.00,424.00,200.00,202.00,200.00,222.00,0.00,0.99,0.00,0.47,"2,664.00","2,925.00","2,886.00",1.00,0.41,1.00,0.41,1.00,0.41,1.00,0.42,413.00,201.00,212.00,0.97,1.00,0.96,0.99,1.00,0.00,0.19,175.00,129.00,44.00,0.25,37.00,0.58,0.74,0.79,1.00,0.12,0.12
13.00,715.00,347.00,361.00,346.00,354.00,1.00,0.96,0.00,0.49,"4,602.00","4,996.00","4,956.00",0.99,0.33,0.99,0.34,1.00,0.34,1.00,0.34,704.00,360.00,344.00,0.98,1.00,0.97,0.99,0.99,0.00,0.30,209.00,96.00,108.00,0.52,135.00,0.27,0.46,0.59,0.92,0.01,0.01
14.00,523.00,246.00,257.00,246.00,266.00,0.00,0.96,0.00,0.47,"3,724.00","3,992.00","3,990.00",0.99,0.37,0.99,0.37,1.00,0.38,0.99,0.38,511.00,257.00,254.00,0.98,1.00,0.95,0.99,0.99,0.00,0.29,197.00,116.00,80.00,0.41,57.00,0.44,0.59,0.74,0.94,0.00,0.00
15.00,"1,559.00",711.00,761.00,711.00,798.00,0.00,0.93,0.00,0.46,"11,970.00","12,910.00","12,768.00",0.99,0.37,0.99,0.38,0.99,0.38,0.99,0.38,"1,498.00",760.00,738.00,0.96,1.00,0.92,0.98,0.98,0.00,0.45,557.00,147.00,390.00,0.70,181.00,0.18,0.26,0.70,0.99,0.06,0.06
16.00,"1,063.00",478.00,524.00,478.00,539.00,0.00,0.91,0.00,0.45,"8,624.00","9,183.00","9,163.00",0.98,0.43,0.98,0.43,0.99,0.43,0.99,0.43,"1,019.00",517.00,502.00,0.96,0.99,0.93,0.97,0.98,0.00,0.34,440.00,224.00,196.00,0.45,62.00,0.42,0.51,0.82,0.99,0.10,0.10
