Dictionary Name,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Total Sentences (#),182,114,806,406,799,424,715,523,1559,1063,462,143,768,743,547,340,233,173
Total Correct Transformations (#),80,60,415,192,397,201,359,256,758,524,234,77,371,369,276,157,96,80
Total Pos->Pos Transformations (#),80,60,415,192,400,202,361,257,761,524,236,79,379,372,285,166,106,92
Correct Pos->Pos Transformations (#),80,60,415,192,397,201,359,256,758,524,234,77,371,369,276,157,96,80
Total Pos->Neg Transformations (#),102,54,391,214,399,222,354,266,798,539,226,64,389,371,262,174,127,81
Correct Pos->Neg Transformations (#),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct Pos->Pos Transformations (%),100.0%,100.0%,100.0%,100.0%,99.25%,99.5%,99.45%,99.61%,99.61%,100.0%,99.15%,97.47%,97.89%,99.19%,96.84%,94.58%,90.57%,86.96%
Correct Pos->Neg Transformations (%),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Total Correct Transformations (%),43.96%,52.63%,51.49%,47.29%,49.69%,47.41%,50.21%,48.95%,48.62%,49.29%,50.65%,53.85%,48.31%,49.66%,50.46%,46.18%,41.2%,46.24%
Total source tokens,714,432,3519,2140,4389,2664,4602,3724,11970,8624,3842,1152,7391,7420,5502,3828,2921,1944
Total Prediction Tokens per Source,798,483,3870,2315,4756,2856,4890,3944,12635,9101,4031,1213,7708,7715,5740,3977,3008,2002
Total Target Tokens per Source,816,486,3910,2354,4788,2886,4956,3990,12768,9163,4068,1216,7780,7791,5764,4002,3048,2025
Pos->Pos Token Precision (%),100.0%,100.0%,100.0%,100.0%,99.84%,99.79%,99.77%,99.97%,99.82%,100.0%,99.75%,99.01%,99.76%,99.93%,99.65%,98.8%,98.44%,97.43%
Pos->Neg Token Precision (%),51.25%,50.72%,51.45%,49.85%,50.67%,51.16%,50.55%,49.95%,50.03%,49.27%,49.91%,51.28%,51.02%,51.47%,49.77%,49.03%,54.22%,47.75%
Pos->Pos Token Recall (%),100.0%,100.0%,100.0%,100.0%,99.86%,100.0%,99.7%,99.97%,99.87%,100.0%,99.7%,98.8%,99.83%,99.74%,99.58%,99.04%,98.61%,97.78%
Pos->Neg Token Recall (%),50.12%,50.41%,50.92%,49.02%,50.33%,50.62%,49.88%,49.37%,49.51%,48.94%,49.46%,51.15%,50.55%,50.97%,49.57%,48.73%,53.51%,47.21%
Pos->Pos Category Precision (%),100.0%,100.0%,100.0%,100.0%,99.86%,99.79%,99.77%,100.0%,99.82%,100.0%,99.78%,99.15%,99.88%,99.97%,99.72%,98.88%,98.94%,97.83%
Pos->Neg Category Precision (%),51.25%,50.72%,51.45%,49.85%,50.67%,51.16%,50.55%,49.95%,50.05%,49.27%,49.96%,51.28%,51.05%,51.5%,49.91%,49.13%,54.39%,48.2%
Pos->Pos Category Recall (%),100.0%,100.0%,100.0%,100.0%,99.89%,100.0%,99.7%,100.0%,99.87%,100.0%,99.73%,98.95%,99.94%,99.78%,99.65%,99.12%,99.1%,98.19%
Pos->Neg Category Recall (%),50.12%,50.41%,50.92%,49.02%,50.33%,50.62%,49.88%,49.37%,49.53%,48.94%,49.51%,51.15%,50.58%,50.99%,49.71%,48.83%,53.67%,47.65%
Parseable Sentences (#),160,106,732,363,742,383,640,471,1423,985,428,137,686,654,489,318,204,149
Pos->Pos Parseable Sentences (#),80,60,415,192,399,201,359,257,759,524,235,78,378,370,282,163,102,87
Pos->Neg Parseable Sentences (#),80,46,317,171,343,182,281,214,664,461,193,59,308,284,207,155,102,62
Parseable Sentences (%),87.91%,92.98%,90.82%,89.41%,92.87%,90.33%,89.51%,90.06%,91.28%,92.66%,92.64%,95.8%,89.32%,88.02%,89.4%,93.53%,87.55%,86.13%
Pos->Pos Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,99.75%,99.5%,99.45%,100.0%,99.74%,100.0%,99.58%,98.73%,99.74%,99.46%,98.95%,98.19%,96.23%,94.57%
Pos->Neg Parseable Sentences (%),78.43%,85.19%,81.07%,79.91%,85.96%,81.98%,79.38%,80.45%,83.21%,85.53%,85.4%,92.19%,79.18%,76.55%,79.01%,89.08%,80.31%,76.54%
Pos->Pos Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,99.5%,99.5%,99.45%,100.0%,99.61%,100.0%,99.15%,97.47%,99.74%,99.19%,97.19%,95.78%,94.34%,89.13%
Pos->Pos Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,99.5%,99.5%,99.45%,100.0%,99.61%,100.0%,99.15%,97.47%,99.74%,99.19%,97.89%,96.39%,94.34%,89.13%
Pos->Neg Preseve Tree Structures (%),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Preserve Significant Clauses (%),78.43%,85.19%,80.05%,78.97%,85.21%,81.98%,78.53%,79.32%,81.08%,84.79%,83.63%,92.19%,77.12%,75.47%,75.57%,86.21%,71.65%,69.14%
Pos->Neg Predictions with Main Clause (#),80,46,317,171,343,182,281,214,663,461,193,59,308,284,204,152,97,60
Pos->Neg Predictions that Negate Main Clause (#),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pos->Neg Predictions that Negate Outside Main Clause (#),80,46,313,169,340,182,278,212,649,457,189,59,301,280,201,152,93,59
Pos->Neg Predictions that Negate Outside Main Clause (%),100.0%,100.0%,98.74%,98.83%,99.13%,100.0%,98.93%,99.07%,97.89%,99.13%,97.93%,100.0%,97.73%,98.59%,98.53%,100.0%,95.88%,98.33%
Pos->Neg Predictions without Main Clause (#),0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,2
Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Predictions with Main Clause (%),78.43%,85.19%,81.07%,79.91%,85.96%,81.98%,79.38%,80.45%,83.08%,85.53%,85.4%,92.19%,79.18%,76.55%,77.86%,87.36%,76.38%,74.07%
Pos->Neg Predictions Containing the Target Verb (%),100.0%,100.0%,99.74%,99.07%,100.0%,99.55%,99.44%,100.0%,99.62%,100.0%,100.0%,100.0%,99.49%,99.46%,98.47%,97.13%,98.43%,96.3%
Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),7.84%,11.11%,0.0%,0.0%,10.28%,11.71%,0.85%,0.38%,6.52%,10.58%,11.06%,6.25%,7.71%,7.55%,10.31%,7.47%,4.72%,8.64%
Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb),7.84%,11.11%,0.0%,0.0%,10.28%,11.76%,0.85%,0.38%,6.54%,10.58%,11.06%,6.25%,7.75%,7.59%,10.47%,7.69%,4.8%,8.97%
