Target,Prediction,Source Length
because george must hide the eclaire fred should assemble the baklava because albus may hiccup because neville must party,because george must hide the eclaire albus should assemble the baklava because fred may hiccup neville must party,19
fred should hiccup since draco may hide the chocolates because snape should hide the eclaire which fred must assemble,fred should hiccup since draco may hide the chocolates because the student should hide eclaire which fred must assemble,19
because snape may hide the souffle because ron should smile lily can sprinkle the cookie that neville must make,because snape may hide the souffle because ron should sprinkle lily should smile the neville must make the cookie,19
because voldemort must assemble the croissants because mcgonagall must gobble a eclaire which the student must assemble petunia can chew a chocolate,because voldemort must assemble the croissants because mcgonagall must gobble a eclaire which the wizard assemble a chocolate which lupin must assemble,22
because hermione should smile voldemort should arrange the pancake that a professor should chew since the witch must assemble the chocolate,because hermione should smile voldemort should arrange the pancake that a witch should assemble the witch must chew the chocolate,21
petunia should hiccup because snape must create the doughnut that albus may sprinkle because ginny should chew the pancake,petunia should hiccup because snape must create the doughnut that snape may sprinkle because the pancake should chew the pancake,19
draco can assemble many baklava because james must prepare the souffles since snape must assemble a strudel since a professor can jump,draco can assemble the baklava because james must assemble many souffles since snape must prepare a a professor can jump,22
since albus must hiccup since neville must hiccup ginny must prepare the chocolates since a wizard should eat many cookies,since albus must hiccup since must must party ginny should prepare the cookies since a wizard should eat many cookies,20
because hermione should hide the croissants which mcgonagall should gobble the student must sprinkle the croissants that petunia must assemble,because hermione should hide the croissants which mcgonagall should gobble the croissants must sprinkle the croissants that mcgonagall must assemble,20
since a witch may wiggle petunia may eat the doughnuts that the witch may eat because george must sprinkle the eclaire,since a witch may wiggle petunia may eat the doughnuts that the witch may eat george must sprinkle the strudels,21
because neville must giggle the student must make a cake because albus must assemble a pancake which petunia should hide,because neville must giggle the student must make a cake because albus must assemble a pancake which a should hide,20
he can smile because ron must party since a student may chew the cakes that petunia can arrange,he can smile because a student must party petunia may chew the cakes since a witch can arrange,18
since ginny may hiccup george must eat the eclaire since the professor can chew the pancakes because voldemort can smile because ginny should walk,since ginny may hiccup george must eat the the because the professor can chew the eclaires since ginny can swim because george should walk,24
since the professor must swim because albus must wiggle albus should assemble the souffle because neville should sprinkle the chocolate which petunia can chew,since the professor must swim albus must wiggle because albus should assemble the chocolate neville should sprinkle the souffle which albus should chew,24
because neville should sprinkle the cakes that ron must chew harry must gobble many cookies which a student should eat since george can jump,because neville should sprinkle the cakes that ron must chew harry must gobble many cookies which a student can eat george should jump,24
because the wizard may prepare the chocolates since hagrid should assemble a croissant which ginny must create the student should sprinkle the strudels,because the wizard may prepare the chocolates since hagrid should assemble a croissant which the student must create the should sprinkle the strudels,23
since harry should walk she may arrange a souffle since the wizard can jump since fred must assemble a chocolate that hermione may create,since harry should jump since she may a a chocolate a wizard can arrange the souffle that hermione must create since fred may party,24
because she should eat the cakes that ron should gobble because albus must jump the wizard must gobble a eclaire which vernon must gobble,because she should eat the cakes that the should gobble because albus must jump because ron must gobble the cakes which a wizard gobble,24
because dobby must make a eclaire which sirius must eat since the student must laugh harry must assemble the pancakes that neville may sprinkle,because dobby must make a eclaire which the must eat since sirius must laugh the neville must assemble the pancakes that neville may assemble,24
because he should arrange the pancakes hagrid should eat the strudels since george may hide the chocolates that the student should assemble,because he should arrange the pancakes since dobby should the the witch may eat the chocolates that a wizard should assemble,22
since the witch may chew the cake a witch should eat the croissant that a witch must sprinkle,since the witch may chew the cake witch should eat a croissant that the witch must sprinkle,18
because hermione should wiggle because hagrid must sprinkle the souffle albus may swim because george may prepare the baklava,because hermione should wiggle because the must sprinkle the eclaire albus may make the souffle george may prepare the pancakes,19
because neville should laugh sirius may make the eclaires which he must prepare since voldemort should arrange a cookie that a student should assemble,because neville should laugh sirius should make the eclaires that voldemort must arrange since he may assemble a cookie student should prepare a souffle,24
since hermione should assemble a eclaire lily should make a pancake that mcgonagall may make because ginny can hiccup,since hermione should assemble a eclaire that lily should make a pancake may make a eclaire,19
because neville should giggle because dobby must party since mcgonagall may party she should make the cakes,because neville should party since dobby must giggle because mcgonagall may party cakes should make the cakes,17
since hagrid can make the doughnut since draco may walk the student should assemble the pancakes which snape must arrange,since hagrid can make the doughnut since draco may the the student should walk the student must gobble a pancakes,20
Target,Prediction,Source Length
since ron must hiccup a witch can not sprinkle the souffles,ron witch must not hiccup since a witch can sprinkle the souffles,10
because albus may arrange many cookies that fred should create he can not assemble the croissant which albus can chew,albus albus may not arrange many cookies that fred should create because he can assemble the croissant which albus can chew,19
since james must gobble the chocolates dobby should not wiggle,since james must not gobble the chocolates dobby dobby should wiggle,9
because petunia may eat the cakes since she may assemble the baklava which snape may gobble mcgonagall must not make the eclaires,because petunia may not eat the cakes since she may assemble the baklava which snape may gobble the eclaires which snape must make,21
since ron may make the cookies since a student can make the chocolate which mcgonagall should arrange he must not arrange a chocolate,since ron may not make the cookies since a student can make the chocolate which he should arrange since mcgonagall must arrange a,22
since fred must jump because vernon may wiggle a professor must not assemble a pancake,since fred must not jump because vernon may wiggle a a professor must assemble a pancake,14
because lupin must sprinkle many strudels albus should not chew the baklava that harry must create because lily should make a strudel,because lupin must not sprinkle many strudels because albus should chew the baklava that lily must create because should should make,21
since albus must sprinkle a doughnut that he may make albus must not wiggle,albus albus must not sprinkle a doughnut that he may make since albus must wiggle,13
neville must not sprinkle the cookies because a wizard may hide a chocolate that albus should make since snape should create the pancake,neville must not sprinkle the cookies because a wizard should hide a chocolate that albus may make since should should create the pancake,22
since lupin must arrange a pancake dobby must not chew the pancakes that dobby must prepare since mcgonagall may eat the baklava,since lupin must not arrange a pancake dobby dobby must chew the pancakes that dobby must prepare since mcgonagall may eat the pancakes,21
since she should arrange many strudels because ginny may sprinkle the croissant draco can not make a eclaire that james should arrange,since she should not arrange many strudels because ginny may sprinkle the cake that draco can make because james should arrange a,21
since snape must smile the student should not hide many cakes that george can gobble,snape student must not smile since the student should hide many cakes that george can gobble,14
albus should not prepare many cakes since the student must eat the eclaire which vernon must hide because ron should assemble the chocolate,albus should not prepare the cakes since fred must eat because a student must the strudels which the witch should chew,22
since she must make the baklava ginny can not sprinkle a cake which mcgonagall must assemble,since she must not make the baklava which ginny can sprinkle a cake which mcgonagall must assemble,15
because ginny may smile ginny must not smile because lily must sprinkle the eclaire that lupin must assemble,ginny ginny may not smile because sirius must smile because hermione must sprinkle the eclaire that neville must assemble,17
since he must eat a croissant that lupin should hide the professor should not make the cookies which snape should chew,since he must not eat a croissant that lupin should hide the cookies which the professor should chew,20
since vernon can swim voldemort can not hiccup,since can not swim since voldemort can hiccup,7
since ron must create the strudel the witch should not hide the strudels,ron ron must not create the strudel since the witch should hide the strudels,12
because snape must hide the strudel the student may not sprinkle a souffle which james must arrange,snape student must not hide the strudel because the student may sprinkle a souffle which james must arrange,16
