Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)",Negates Main Clause,Has Main Clause,Negates Main Clause,Negates Outside of Main Clause,Has Target Verb,Negates Target Verb
"['since fred can party the wizard should not hiccup', 'since fred can not party the wizard should hiccup', 8, 9, 9, 0, 1, 0, 1, 1, 1, 1]"
"['since sirius must smile draco must not gobble the baklava', 'since sirius must not smile draco must gobble the baklava', 9, 10, 10, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['hermione must not eat the baklava which he can eat', 'hermione must not eat the baklava which he can eat', 9, 10, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['lupin must not make the cookies which george must sprinkle', 'lupin must not make the cookies which george must sprinkle', 9, 10, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['because petunia must walk voldemort must not create the cookie', 'because petunia must not walk voldemort must create the cookie', 9, 10, 10, 0, 1, 0, 1, 1, 1, 1]"
"['hagrid should not gobble the eclaire that he must create', 'hagrid should not gobble the eclaire that he must create', 9, 10, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['harry can not hide many cakes that hagrid should create', 'harry can not hide many cakes that hagrid should create', 9, 10, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['sirius can not gobble a doughnut that lily may hide', 'sirius can not gobble a doughnut that lily may hide', 9, 10, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['james must not eat the cookies', 'james must not eat the cookies', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['george must not make a cookie', 'george must not make a cookie', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['sirius should not assemble many cookies', 'sirius should not assemble many cookies', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['lupin may not make the croissants', 'lupin may not make the croissants', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['ginny may not gobble the croissant', 'ginny may not gobble the croissant', 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['george may not arrange the pancakes that petunia must assemble', 'george may not arrange the pancakes that petunia must assemble', 9, 10, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['dobby can not make the strudels which snape can gobble', 'dobby can not make the strudels which snape can gobble', 9, 10, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['sirius should not sprinkle the chocolates that snape must assemble', 'sirius should not sprinkle the chocolates that snape must assemble', 9, 10, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['sirius should not hide the eclaire which she should make', 'sirius should not hide the eclaire which she should make', 9, 10, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['neville should not assemble the souffles that draco must chew', 'neville should not assemble the souffles that draco must chew', 9, 10, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['lupin must not hide the cake that mcgonagall should prepare', 'lupin must not hide the cake that mcgonagall should prepare', 9, 10, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['hagrid can not hide the baklava which he must gobble', 'hagrid can not hide the baklava which he must gobble', 9, 10, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['voldemort can not sprinkle a chocolate that albus should gobble', 'voldemort can not sprinkle a chocolate that albus should gobble', 9, 10, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['hagrid may not chew the eclaires that albus may sprinkle', 'hagrid may not chew the eclaires that albus may sprinkle', 9, 10, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['mcgonagall should not create the strudels that voldemort may eat', 'mcgonagall should not create the strudels that voldemort may eat', 9, 10, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['mcgonagall should not arrange the cookies which she can prepare', 'mcgonagall should not arrange the cookies which she can prepare', 9, 10, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['albus must not gobble a baklava since hagrid should gobble the eclaires', 'albus must not gobble a baklava since hagrid should gobble the eclaires', 11, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['the witch should not arrange the croissant that the professor must sprinkle', 'the witch should not arrange the croissant that the professor must sprinkle', 11, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['because lily may assemble the strudel snape may not hide the cake', 'because lily may not assemble the strudel snape may hide the cake', 11, 12, 12, 0, 1, 0, 1, 1, 1, 1]"
"['he must not chew a pancake because sirius can make the cookies', 'he must not chew a pancake because sirius can make the cookies', 11, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['sirius can not prepare a chocolate since sirius should create many baklava which a witch must hide', 'sirius can not prepare a chocolate since sirius should create many baklava which a witch must hide', 16, 17, 17, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['draco can not gobble the strudels since lily should make the cookies since a professor must smile', 'draco can not gobble the strudels since lily should make the cookies since a professor must smile', 16, 17, 17, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['because ron should giggle petunia must not create a doughnut which lupin should prepare', 'because ron should not giggle petunia must create a doughnut which lupin should prepare', 13, 14, 14, 0, 1, 0, 1, 1, 1, 1]"
"['lily must not make the croissant which neville must gobble because he can run', 'lily must not make the croissant which neville must gobble because he can run', 13, 14, 14, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['george can not chew the souffle that george must eat because mcgonagall must hiccup', 'george can not chew the souffle that george must eat because mcgonagall must hiccup', 13, 14, 14, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['because the professor can sprinkle a eclaire voldemort should not create a eclaire', 'because the professor not can sprinkle a eclaire voldemort should create a eclaire', 12, 13, 13, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['petunia must not walk', 'petunia must not walk', 3, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['neville should not chew the souffle because the wizard must wiggle', 'neville should not chew the souffle because the wizard must wiggle', 10, 11, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"['a wizard may not sprinkle many strudels which vernon should eat', 'a wizard may not sprinkle many strudels which vernon should eat', 10, 11, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
