Dictionary Name,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Total Sentences (#),182,114,806,406,799,424,715,523,1559,1063,462,143,768,743,547,340,233,173
Total Correct Transformations (#),80,60,415,189,398,200,347,246,711,478,186,38,188,162,83,26,6,0
Total Pos->Pos Transformations (#),80,60,415,192,400,202,361,257,761,524,236,79,379,372,285,166,106,92
Correct Pos->Pos Transformations (#),80,60,415,189,398,200,346,246,711,478,186,38,188,162,83,26,6,0
Total Pos->Neg Transformations (#),102,54,391,214,399,222,354,266,798,539,226,64,389,371,262,174,127,81
Correct Pos->Neg Transformations (#),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Correct Pos->Pos Transformations (%),100.0%,100.0%,100.0%,98.44%,99.5%,99.01%,95.84%,95.72%,93.43%,91.22%,78.81%,48.1%,49.6%,43.55%,29.12%,15.66%,5.66%,0.0%
Correct Pos->Neg Transformations (%),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.28%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Total Correct Transformations (%),43.96%,52.63%,51.49%,46.55%,49.81%,47.17%,48.53%,47.04%,45.61%,44.97%,40.26%,26.57%,24.48%,21.8%,15.17%,7.65%,2.58%,0.0%
Total source tokens,714,432,3519,2140,4389,2664,4602,3724,11970,8624,3842,1152,7391,7420,5502,3828,2921,1944
Total Prediction Tokens per Source,827,504,3975,2399,4942,2925,4996,3992,12910,9183,4077,1210,7828,7753,5728,3956,3003,1960
Total Target Tokens per Source,816,486,3910,2354,4788,2886,4956,3990,12768,9163,4068,1216,7780,7791,5764,4002,3048,2025
Pos->Pos Token Precision (%),100.0%,100.0%,100.0%,99.64%,99.93%,99.67%,99.11%,99.17%,98.54%,98.09%,95.74%,86.91%,89.84%,87.08%,83.01%,75.77%,66.69%,58.31%
Pos->Neg Token Precision (%),35.31%,26.98%,35.35%,34.56%,36.67%,40.82%,33.29%,37.25%,37.41%,42.61%,42.68%,44.21%,37.75%,38.51%,35.89%,34.66%,31.54%,31.22%
Pos->Pos Token Recall (%),100.0%,100.0%,100.0%,99.64%,99.93%,99.63%,99.15%,99.11%,98.53%,98.08%,95.81%,86.85%,89.86%,87.03%,82.67%,75.44%,66.37%,57.52%
Pos->Neg Token Recall (%),35.78%,27.98%,35.93%,35.22%,37.84%,41.37%,33.56%,37.27%,37.82%,42.7%,42.77%,44.0%,37.98%,38.33%,35.67%,34.26%,31.07%,30.22%
Pos->Pos Category Precision (%),100.0%,100.0%,100.0%,99.74%,100.0%,99.67%,99.6%,99.53%,99.11%,98.93%,97.53%,92.26%,94.29%,92.42%,89.75%,83.55%,77.99%,70.8%
Pos->Neg Category Precision (%),35.31%,26.98%,35.4%,34.56%,36.83%,40.96%,33.53%,37.53%,38.07%,43.18%,43.98%,48.18%,40.25%,41.82%,40.14%,40.6%,37.5%,39.03%
Pos->Pos Category Recall (%),100.0%,100.0%,100.0%,99.74%,100.0%,99.63%,99.64%,99.47%,99.1%,98.91%,97.61%,92.19%,94.32%,92.37%,89.39%,83.19%,77.6%,69.84%
Pos->Neg Category Recall (%),35.78%,27.98%,35.98%,35.22%,38.01%,41.51%,33.8%,37.54%,38.49%,43.27%,44.08%,47.94%,40.5%,41.61%,39.89%,40.13%,36.94%,37.78%
Parseable Sentences (#),178,111,794,395,789,413,704,511,1498,1019,438,127,701,639,467,268,178,125
Pos->Pos Parseable Sentences (#),80,60,415,191,400,201,360,257,760,517,232,73,359,344,257,128,79,64
Pos->Neg Parseable Sentences (#),98,51,379,204,389,212,344,254,738,502,206,54,342,295,210,140,99,61
Parseable Sentences (%),97.8%,97.37%,98.51%,97.29%,98.75%,97.41%,98.46%,97.71%,96.09%,95.86%,94.81%,88.81%,91.28%,86.0%,85.37%,78.82%,76.39%,72.25%
Pos->Pos Parseable Sentences (%),100.0%,100.0%,100.0%,99.48%,100.0%,99.5%,99.72%,100.0%,99.87%,98.66%,98.31%,92.41%,94.72%,92.47%,90.18%,77.11%,74.53%,69.57%
Pos->Neg Parseable Sentences (%),96.08%,94.44%,96.93%,95.33%,97.49%,95.5%,97.18%,95.49%,92.48%,93.14%,91.15%,84.38%,87.92%,79.51%,80.15%,80.46%,77.95%,75.31%
Pos->Pos Preseve Tree Structures (%),100.0%,100.0%,100.0%,99.48%,100.0%,99.01%,98.89%,98.83%,97.77%,96.76%,90.25%,79.75%,77.57%,74.73%,64.21%,46.39%,35.85%,19.57%
Pos->Pos Preserve Significant Clauses (%),100.0%,100.0%,100.0%,99.48%,100.0%,99.5%,99.45%,98.83%,98.16%,97.52%,93.22%,83.54%,86.02%,81.99%,71.58%,54.82%,45.28%,30.43%
Pos->Neg Preseve Tree Structures (%),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.28%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Preserve Significant Clauses (%),5.88%,7.41%,21.74%,11.21%,34.84%,19.37%,29.66%,28.57%,45.49%,33.77%,26.99%,14.06%,41.65%,29.65%,25.57%,17.82%,13.39%,9.88%
Pos->Neg Predictions with Main Clause (#),25,36,198,148,232,175,209,197,557,440,179,48,262,231,176,118,71,44
Pos->Neg Predictions that Negate Main Clause (#),19,32,106,121,83,129,96,116,147,224,99,33,69,107,84,60,39,30
Pos->Neg Predictions that Negate Outside Main Clause (#),6,4,85,24,139,44,108,80,390,196,76,12,181,122,90,56,30,14
Pos->Neg Predictions that Negate Outside Main Clause (%),24.0%,11.11%,42.93%,16.22%,59.91%,25.14%,51.67%,40.61%,70.02%,44.55%,42.46%,25.0%,69.08%,52.81%,51.14%,47.46%,42.25%,31.82%
Pos->Neg Predictions without Main Clause (#),73,15,181,56,157,37,135,57,181,62,27,6,80,64,34,22,28,17
Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),18.63%,59.26%,27.11%,56.54%,20.8%,58.11%,27.12%,43.61%,18.42%,41.56%,43.81%,51.56%,17.74%,28.84%,32.06%,34.48%,30.71%,37.04%
Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),76.0%,88.89%,53.54%,81.76%,35.78%,73.71%,45.93%,58.88%,26.39%,50.91%,55.31%,68.75%,26.34%,46.32%,47.73%,50.85%,54.93%,68.18%
Pos->Neg Predictions with Main Clause (%),24.51%,66.67%,50.64%,69.16%,58.15%,78.83%,59.04%,74.06%,69.8%,81.63%,79.2%,75.0%,67.35%,62.26%,67.18%,67.82%,55.91%,54.32%
Pos->Neg Predictions Containing the Target Verb (#),86,54,358,209,399,221,326,249,787,531,223,59,351,332,234,159,100,59
Pos->Neg Predictions Containing the Target Verb (%),84.31%,100.0%,91.56%,97.66%,100.0%,99.55%,92.09%,93.61%,98.62%,98.52%,98.67%,92.19%,90.23%,89.49%,89.31%,91.38%,78.74%,72.84%
Pos->Neg Prediction Negating the Target Verb (#),8,6,0,0,42,26,4,1,51,55,27,3,33,30,28,14,5,7
Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),7.84%,11.11%,0.0%,0.0%,10.53%,11.71%,1.13%,0.38%,6.39%,10.2%,11.95%,4.69%,8.48%,8.09%,10.69%,8.05%,3.94%,8.64%
Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb),9.3%,11.11%,0.0%,0.0%,10.53%,11.76%,1.23%,0.4%,6.48%,10.36%,12.11%,5.08%,9.4%,9.04%,11.97%,8.81%,5.0%,11.86%
