Dictionary Name,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Total Sentences (#),182,114,806,406,799,424,715,523,1559,1063,462,143,768,743,547,340,233,173
Total Correct Transformations (#),80,60,415,192,400,202,361,257,761,524,236,78,377,368,27,3,0,0
Total Pos->Pos Transformations (#),80,60,415,192,400,202,361,257,761,524,236,79,379,372,285,166,106,92
Correct Pos->Pos Transformations (#),80,60,415,192,400,202,361,257,761,524,236,78,377,368,27,3,0,0
Total Pos->Neg Transformations (#),102,54,391,214,399,222,354,266,798,539,226,64,389,371,262,174,127,81
Correct Pos->Neg Transformations (#),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct Pos->Pos Transformations (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.73%,99.47%,98.92%,9.47%,1.81%,0.0%,0.0%
Correct Pos->Neg Transformations (%),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Total Correct Transformations (%),43.96%,52.63%,51.49%,47.29%,50.06%,47.64%,50.49%,49.14%,48.81%,49.29%,51.08%,54.55%,49.09%,49.53%,4.94%,0.88%,0.0%,0.0%
Total source tokens,714,432,3519,2140,4389,2664,4602,3724,11970,8624,3842,1152,7391,7420,5502,3828,2921,1944
Total Prediction Tokens per Source,815,486,3910,2354,4788,2886,4956,3990,12768,9162,4062,1216,7778,7793,5770,3926,2926,1787
Total Target Tokens per Source,816,486,3910,2354,4788,2886,4956,3990,12768,9163,4068,1216,7780,7791,5764,4002,3048,2025
Pos->Pos Token Precision (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.72%,99.93%,99.8%,95.38%,94.12%,92.58%,96.5%
Pos->Neg Token Precision (%),50.06%,49.59%,50.1%,49.02%,49.67%,49.69%,50.32%,49.0%,49.77%,49.67%,49.75%,51.48%,50.58%,50.58%,46.95%,42.84%,42.72%,39.9%
Pos->Pos Token Recall (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.79%,99.89%,99.83%,95.61%,92.5%,88.02%,83.7%
Pos->Neg Token Recall (%),50.0%,49.59%,50.1%,49.02%,49.67%,49.69%,50.32%,49.0%,49.77%,49.67%,49.68%,51.48%,50.57%,50.6%,47.0%,42.03%,41.01%,35.21%
Pos->Pos Category Precision (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.72%,99.93%,99.8%,99.3%,99.33%,98.36%,98.02%
Pos->Neg Category Precision (%),50.06%,49.59%,50.1%,49.02%,49.67%,49.69%,50.32%,49.0%,49.77%,49.67%,49.75%,51.48%,50.58%,50.58%,50.43%,47.35%,47.81%,41.19%
Pos->Pos Category Recall (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.79%,99.89%,99.83%,99.53%,97.62%,93.52%,85.01%
Pos->Neg Category Recall (%),50.0%,49.59%,50.1%,49.02%,49.67%,49.69%,50.32%,49.0%,49.77%,49.67%,49.68%,51.48%,50.57%,50.6%,50.49%,46.45%,45.9%,36.35%
Parseable Sentences (#),180,113,800,404,796,420,713,520,1556,1054,458,142,763,732,533,329,187,156
Pos->Pos Parseable Sentences (#),80,60,415,192,400,202,361,257,761,524,236,78,378,370,280,162,89,88
Pos->Neg Parseable Sentences (#),100,53,385,212,396,218,352,263,795,530,222,64,385,362,253,167,98,68
Parseable Sentences (%),98.9%,99.12%,99.26%,99.51%,99.62%,99.06%,99.72%,99.43%,99.81%,99.15%,99.13%,99.3%,99.35%,98.52%,97.44%,96.76%,80.26%,90.17%
Pos->Pos Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.73%,99.74%,99.46%,98.25%,97.59%,83.96%,95.65%
Pos->Neg Parseable Sentences (%),98.04%,98.15%,98.47%,99.07%,99.25%,98.2%,99.44%,98.87%,99.62%,98.33%,98.23%,100.0%,98.97%,97.57%,96.56%,95.98%,77.17%,83.95%
Pos->Pos Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.73%,99.47%,98.92%,96.14%,72.29%,31.13%,1.09%
Pos->Pos Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.73%,99.47%,98.92%,96.14%,72.29%,37.74%,1.09%
Pos->Neg Preseve Tree Structures (%),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Preserve Significant Clauses (%),98.04%,98.15%,98.47%,99.07%,99.25%,98.2%,99.44%,98.87%,99.62%,98.33%,97.79%,100.0%,98.71%,97.57%,95.8%,69.54%,35.43%,6.17%
Pos->Neg Predictions with Main Clause (#),100,53,385,212,396,218,352,263,795,530,222,64,385,362,252,167,87,60
Pos->Neg Predictions that Negate Main Clause (#),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pos->Neg Predictions that Negate Outside Main Clause (#),100,53,385,212,396,218,352,263,795,530,221,64,385,362,252,167,87,60
Pos->Neg Predictions that Negate Outside Main Clause (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.55%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
Pos->Neg Predictions without Main Clause (#),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,8
Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.44%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.45%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Predictions with Main Clause (%),98.04%,98.15%,98.47%,99.07%,99.25%,98.2%,99.44%,98.87%,99.62%,98.33%,98.23%,100.0%,98.97%,97.57%,96.18%,95.98%,68.5%,74.07%
Pos->Neg Predictions Containing the Target Verb (#),102,54,391,214,399,221,354,266,798,539,226,64,389,371,259,173,107,70
Pos->Neg Predictions Containing the Target Verb (%),100.0%,100.0%,100.0%,100.0%,100.0%,99.55%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.85%,99.43%,84.25%,86.42%
Pos->Neg Prediction Negating the Target Verb (#),8,6,0,0,44,28,4,0,56,60,26,4,34,30,30,14,7,7
Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),7.84%,11.11%,0.0%,0.0%,11.03%,12.61%,1.13%,0.0%,7.02%,11.13%,11.5%,6.25%,8.74%,8.09%,11.45%,8.05%,5.51%,8.64%
Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb),7.84%,11.11%,0.0%,0.0%,11.03%,12.67%,1.13%,0.0%,7.02%,11.13%,11.5%,6.25%,8.74%,8.09%,11.58%,8.09%,6.54%,10.0%
