Target,Prediction,Source Length
since james must prepare a baklava that vernon can create a professor must eat the chocolate which a student must prepare,since james must prepare a baklava that vernon can arrange a student must hide the chocolate which a professor must,21
because voldemort can assemble many cakes since the wizard should party the witch should gobble many cookies,because voldemort can assemble many cakes since the witch should party since wizard should gobble the cookies,17
because dobby should gobble the chocolate because draco must laugh he may create the souffles since the professor must party,because dobby should gobble the chocolate because he must giggle since draco may the the which the professor must create,20
since he can swim since he may make a croissant which a professor can gobble ron may assemble the croissants,since he can swim since a may gobble a croissant which ron can make since the wizard may assemble many croissants,20
because mcgonagall should laugh since george must assemble the cookie since voldemort should laugh james should gobble a eclaire,because mcgonagall should laugh since george must assemble the cookie since voldemort should laugh a should eat a eclaire,19
james may hide a baklava since snape may chew the baklava that she should create since a professor may wiggle,james may hide a baklava since snape may chew the baklava that she professor may create since she should wiggle,20
since ginny may eat many croissants which he can prepare since dobby can hide a strudel a wizard should hiccup,since ginny may eat many cakes which he can prepare since dobby can a a souffle which a wizard should hide,20
since ron should create the pancake that she may arrange the witch should assemble a pancake,since ron should create the pancake that the may arrange the professor should assemble a pancake,16
since neville should eat many croissants which a student must arrange a professor can gobble many croissants that sirius can chew,since neville should eat many croissants which a student must arrange a can can gobble many croissants that sirius can chew,21
since vernon must hide a pancake which he can hide a student should prepare the cakes because a wizard must eat a cake,since vernon must hide a cake he should hide many cakes which the witch can prepare a wizard must eat a pancake,23
since sirius can eat the strudel which dobby must create lily can chew the eclaire since he must eat the pancake,since sirius can eat the strudel which dobby can create since must must chew the eclaire albus must eat the cakes,21
since mcgonagall may sprinkle many strudels that albus should gobble petunia should party since mcgonagall may hide the strudels,since mcgonagall may sprinkle many strudels that albus should gobble lupin should laugh since the may make the doughnuts,19
Target,Prediction,Source Length
because he must prepare a doughnut that a wizard can chew the wizard should not wiggle since a wizard can gobble the strudels,because he must prepare a doughnut that a wizard can chew since a wizard should the strudels since wizard can not gobble the chocolates,22
because she can make the strudel because the wizard can create a cookie vernon can not wiggle since vernon can create many doughnuts,because she can make the strudel because the wizard can create a vernon can not wiggle since vernon can create many strudels,22
since james can assemble the baklava neville can not make the souffle which she should sprinkle since harry should prepare the cake,since james can assemble the baklava which neville can make the should not sprinkle the souffle since she should prepare the cake,21
since petunia may arrange a strudel that the student may eat a wizard should not hide the souffle because lupin may make the cakes,since petunia may arrange a strudel that the student should eat a may not hide the strudel because the wizard may make the souffles,23
since a professor may gobble the souffle that sirius may eat the wizard may not hiccup since ron may make the croissant,since a professor may gobble the souffle that sirius may eat since wizard may not the croissant since ron may prepare the souffles,21
since hermione must make many croissants james should not sprinkle a pancake since draco must hide the doughnut that lily must gobble,since hermione must make many eclaires fred should not sprinkle a doughnut since lily must hide the croissants that a wizard must,21
since james can arrange the doughnuts which fred can create because lupin must jump she must not arrange the pancake,since james can arrange the doughnuts which fred can create because must not jump since she must arrange the pancake,19
since the professor should make the eclaire since snape can make the croissants which harry must eat ron must not chew the doughnuts,since the professor should make the eclaire since snape can make the must harry must not eat the croissants which ron must make,22
because james may arrange the eclaires which a wizard should eat the student may not make the croissant which snape must create,because james may arrange the cookies which the wizard should eat a student may not make the wizard must arrange the eclaire,21
because harry must create a doughnut he should not arrange the eclaire since albus must sprinkle the souffle that the witch must hide,because harry must create a doughnut he should not arrange the eclaire that albus must sprinkle the cake since the wizard must swim,22
because snape may chew a cake because a professor may create a pancake that hermione should make sirius should not party,because snape may chew a pancake because a professor may create a cake that should not make many souffles,20
since petunia may jump because sirius should sprinkle the chocolate james must not create many cookies which he must make,since petunia may jump because sirius should sprinkle the chocolate which snape must create many must not make many cookies,19
because mcgonagall can walk since vernon may eat many eclaires a professor can not arrange the baklava that a witch can gobble,because mcgonagall can walk since vernon may arrange many eclaires a professor can not eat the baklava that a witch can,21
