Dictionary Name,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Total Sentences (#),182,114,806,406,799,424,715,523,1559,1063,462,143,768,743,547,340,233,173
Total Correct Transformations (#),80,60,415,190,395,200,345,244,692,469,166,43,159,153,65,29,5,2
Total Pos->Pos Transformations (#),80,60,415,192,400,202,361,257,761,524,236,79,379,372,285,166,106,92
Correct Pos->Pos Transformations (#),80,60,415,190,395,200,344,244,692,469,166,43,159,153,65,29,5,2
Total Pos->Neg Transformations (#),102,54,391,214,399,222,354,266,798,539,226,64,389,371,262,174,127,81
Correct Pos->Neg Transformations (#),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Correct Pos->Pos Transformations (%),100.0%,100.0%,100.0%,98.96%,98.75%,99.01%,95.29%,94.94%,90.93%,89.5%,70.34%,54.43%,41.95%,41.13%,22.81%,17.47%,4.72%,2.17%
Correct Pos->Neg Transformations (%),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.28%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Total Correct Transformations (%),43.96%,52.63%,51.49%,46.8%,49.44%,47.17%,48.25%,46.65%,44.39%,44.12%,35.93%,30.07%,20.7%,20.59%,11.88%,8.53%,2.15%,1.16%
Total source tokens,714,432,3519,2140,4389,2664,4602,3724,11970,8624,3842,1152,7391,7420,5502,3828,2921,1944
Total Prediction Tokens per Source,808,498,4013,2417,4917,2933,5061,4049,13174,9357,4133,1227,7999,7936,5835,4038,3082,2023
Total Target Tokens per Source,816,486,3910,2354,4788,2886,4956,3990,12768,9163,4068,1216,7780,7791,5764,4002,3048,2025
Pos->Pos Token Precision (%),100.0%,100.0%,100.0%,99.95%,99.89%,99.75%,99.1%,99.0%,98.34%,97.7%,93.21%,87.98%,89.72%,87.26%,79.46%,76.14%,67.99%,59.43%
Pos->Neg Token Precision (%),34.53%,25.5%,35.86%,32.15%,37.16%,37.91%,36.2%,39.34%,34.43%,38.2%,39.1%,41.4%,29.38%,32.32%,32.96%,34.22%,28.26%,29.56%
Pos->Pos Token Recall (%),100.0%,100.0%,100.0%,99.79%,99.89%,99.75%,99.08%,99.0%,98.3%,97.69%,93.34%,88.05%,89.93%,87.37%,79.7%,76.01%,68.29%,59.78%
Pos->Neg Token Recall (%),34.19%,26.13%,36.8%,33.01%,38.16%,38.53%,36.97%,39.92%,35.53%,39.0%,39.72%,41.78%,30.21%,32.92%,33.36%,34.53%,28.58%,29.53%
Pos->Pos Category Precision (%),100.0%,100.0%,100.0%,100.0%,99.95%,99.83%,99.53%,99.36%,99.18%,98.38%,96.17%,91.5%,95.18%,92.64%,86.89%,84.39%,80.28%,71.77%
Pos->Neg Category Precision (%),34.53%,25.5%,35.93%,32.23%,37.24%,37.98%,36.61%,39.69%,35.14%,38.95%,40.43%,44.17%,32.24%,35.62%,37.38%,38.86%,34.82%,37.32%
Pos->Pos Category Recall (%),100.0%,100.0%,100.0%,99.84%,99.95%,99.83%,99.51%,99.36%,99.13%,98.37%,96.31%,91.56%,95.4%,92.76%,87.15%,84.26%,80.64%,72.19%
Pos->Neg Category Recall (%),34.19%,26.13%,36.88%,33.09%,38.24%,38.6%,37.39%,40.28%,36.26%,39.78%,41.08%,44.57%,33.15%,36.29%,37.84%,39.21%,35.2%,37.28%
Parseable Sentences (#),180,111,791,397,752,408,701,510,1462,1011,436,135,733,680,481,306,215,131
Pos->Pos Parseable Sentences (#),80,60,415,192,400,202,360,257,753,517,229,74,360,338,242,142,94,66
Pos->Neg Parseable Sentences (#),100,51,376,205,352,206,341,253,709,494,207,61,373,342,239,164,121,65
Parseable Sentences (%),98.9%,97.37%,98.14%,97.78%,94.12%,96.23%,98.04%,97.51%,93.78%,95.11%,94.37%,94.41%,95.44%,91.52%,87.93%,90.0%,92.27%,75.72%
Pos->Pos Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.72%,100.0%,98.95%,98.66%,97.03%,93.67%,94.99%,90.86%,84.91%,85.54%,88.68%,71.74%
Pos->Neg Parseable Sentences (%),98.04%,94.44%,96.16%,95.79%,88.22%,92.79%,96.33%,95.11%,88.85%,91.65%,91.59%,95.31%,95.89%,92.18%,91.22%,94.25%,95.28%,80.25%
Pos->Pos Preseve Tree Structures (%),100.0%,100.0%,100.0%,99.48%,99.75%,99.5%,98.34%,97.67%,97.37%,96.18%,85.59%,73.42%,80.21%,73.66%,58.6%,50.0%,35.85%,20.65%
Pos->Pos Preserve Significant Clauses (%),100.0%,100.0%,100.0%,99.48%,100.0%,99.5%,98.89%,98.83%,97.9%,96.56%,88.14%,75.95%,86.81%,81.99%,63.86%,55.42%,49.06%,30.43%
Pos->Neg Preseve Tree Structures (%),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.28%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Preserve Significant Clauses (%),8.82%,16.67%,9.97%,6.54%,11.53%,3.15%,4.24%,4.51%,1.88%,2.97%,0.44%,0.0%,0.51%,0.54%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Predictions with Main Clause (#),65,47,243,162,226,159,190,156,336,308,126,41,136,161,119,92,58,35
Pos->Neg Predictions that Negate Main Clause (#),51,38,203,148,180,152,176,144,321,290,122,41,132,159,119,91,58,34
Pos->Neg Predictions that Negate Outside Main Clause (#),9,9,39,14,46,7,14,12,15,18,4,0,4,2,0,1,0,1
Pos->Neg Predictions that Negate Outside Main Clause (%),13.85%,19.15%,16.05%,8.64%,20.35%,4.4%,7.37%,7.69%,4.46%,5.84%,3.17%,0.0%,2.94%,1.24%,0.0%,1.09%,0.0%,2.86%
Pos->Neg Predictions without Main Clause (#),35,4,133,43,126,47,151,97,373,186,81,20,237,181,120,72,63,30
Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),50.0%,70.37%,51.92%,69.16%,45.11%,68.47%,49.72%,54.14%,40.23%,53.8%,53.98%,64.06%,33.93%,42.86%,45.42%,52.3%,45.67%,41.98%
Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),78.46%,80.85%,83.54%,91.36%,79.65%,95.6%,92.63%,92.31%,95.54%,94.16%,96.83%,100.0%,97.06%,98.76%,100.0%,98.91%,100.0%,97.14%
Pos->Neg Predictions with Main Clause (%),63.73%,87.04%,62.15%,75.7%,56.64%,71.62%,53.67%,58.65%,42.11%,57.14%,55.75%,64.06%,34.96%,43.4%,45.42%,52.87%,45.67%,43.21%
Pos->Neg Predictions Containing the Target Verb (%),89.22%,100.0%,95.4%,98.6%,100.0%,100.0%,94.35%,92.48%,97.99%,98.14%,96.9%,93.75%,89.2%,91.37%,90.84%,89.66%,85.83%,65.43%
Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),6.86%,12.96%,0.0%,0.0%,11.03%,12.61%,1.69%,0.0%,7.14%,11.13%,11.06%,6.25%,9.51%,8.09%,11.45%,8.62%,6.3%,9.88%
Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb),7.69%,12.96%,0.0%,0.0%,11.03%,12.61%,1.8%,0.0%,7.29%,11.34%,11.42%,6.67%,10.66%,8.85%,12.61%,9.62%,7.34%,15.09%
