Target,Prediction,Source Length
because voldemort may prepare a baklava george can make many baklava which she may hide since petunia must gobble many pancakes,because voldemort may prepare a baklava george can make many pancakes which she may hide many baklava must gobble many pancakes,21
since draco must assemble a chocolate a professor should create the croissants because ginny must prepare the cakes which a professor can create,since draco must assemble a chocolate a professor should create the croissants because ginny must prepare the cakes a professor can create a croissant,23
because hagrid may arrange the chocolates because vernon should arrange a doughnut which the professor may prepare lupin may assemble many doughnuts,because hagrid may arrange the chocolates because vernon should arrange a doughnut which the may prepare may assemble she may jump,22
since he may hide the eclaires sirius should eat many pancakes which lily should eat since harry must hide the chocolates,since he may hide the eclaires sirius should eat many pancakes which harry should eat lily must eat the chocolates,21
since he must sprinkle many baklava the witch must chew the souffle since a wizard should assemble the baklava that petunia may make,since he must sprinkle the baklava a witch must chew the pancakes since a wizard should assemble the baklava a witch may make a souffle,23
a student may arrange the souffles because draco should gobble a souffle because a wizard must hide a chocolate which the wizard may gobble,a student may arrange the souffles because draco wizard should a souffle because a wizard must gobble a chocolate which draco may gobble a souffle,24
petunia can jump since the professor should eat a cookie that he must hide because she can hide the baklava which voldemort must chew,petunia can hide the cookie since ginny should eat because a must hide a cookie that voldemort must hide because voldemort may laugh,24
because harry may chew the eclaires because vernon can giggle the witch must arrange the souffle which a witch should sprinkle,because harry may chew the eclaires because he can arrange the cakes a witch must eat the wizard should arrange the baklava,21
because ginny should arrange the baklava draco must eat a eclaire which fred may gobble since sirius can party,because ginny should arrange the baklava which draco must eat a may gobble a eclaire which sirius can eat,19
since sirius must giggle because lily must hide the doughnuts which he must hide petunia should prepare many cookies which a professor should create,since sirius must giggle because lily must hide the cookies he must hide many doughnuts which petunia should create because a should prepare a doughnuts,24
since harry must sprinkle the chocolate because james should create the baklava which he should gobble the wizard should sprinkle the eclaires,since harry must sprinkle the chocolate because james should create the baklava which should gobble the eclaires that he should sprinkle,22
she must jump since she must gobble the strudels because the witch must sprinkle many cookies which sirius must gobble,she must jump since sirius must gobble the strudels because ginny must sprinkle many cookies which the must gobble,20
because lily must laugh lily may eat the pancakes because the wizard must chew a eclaire,lily lily must laugh because lily may eat the pancakes because wizard must chew a eclaire,16
since lupin must arrange the cakes the student should assemble a strudel that hagrid can sprinkle since albus can make a chocolate,since lupin must arrange the cakes the student should assemble the strudel that hagrid can sprinkle a student can make a chocolate,22
because he may assemble many souffles which george should create a witch should assemble the cookies which draco can chew,because he may assemble many souffles which a should create the student should assemble the cookies which snape should chew,20
since hagrid can make the doughnut since draco may walk the student should assemble the pancakes which snape must arrange,since hagrid can make the doughnut the student may walk the pancakes draco should assemble the pancakes which snape must arrange,20
since ginny may hiccup george must eat the eclaire since the professor can chew the pancakes because voldemort can smile because ginny should walk,since ginny may hiccup the professor must eat the pancakes because george can chew the cakes since voldemort can walk the professor should swim,24
since the witch may sprinkle the strudel the student should smile because draco may chew the eclaires which dobby should create,the student may sprinkle the cakes since the witch should sprinkle the strudel dobby may chew the strudels because dobby should smile,21
since vernon may arrange the croissants which the witch should chew lupin should chew a chocolate that dobby must hide,since vernon may arrange the croissants which the should chew chew dobby should chew a chocolate that lupin must hide,20
because neville should giggle because dobby must party since mcgonagall may party she should make the cakes,because neville should giggle since dobby must party because may giggle since she should create the cakes,17
because snape can create many doughnuts that albus should arrange voldemort should chew the cookies that the student may chew,because snape can create many doughnuts that albus should arrange the should chew the cookies that the professor may chew,20
since dobby should giggle lily may wiggle because harry should make the strudels since a student can eat a baklava which vernon must assemble,since dobby should giggle harry can wiggle since strudels because lily should make the baklava a student may eat a baklava,24
since the witch must eat a cake since a witch can prepare the cakes james must sprinkle a strudel,since the witch must eat a strudel since a witch can prepare the student lupin must sprinkle a strudel,19
since ginny can make a croissant that mcgonagall can make since george should wiggle the witch must swim,since ginny can make a croissant that mcgonagall can make since should wiggle since the student must swim,18
since neville should run because snape must wiggle since george must gobble the doughnuts that draco must assemble george may hide the chocolate,since neville should run because george must wiggle since snape must the doughnuts that george must make because draco may eat the chocolate,23
since hagrid may gobble a eclaire which she can hide the witch can sprinkle the souffles,since hagrid may gobble a eclaire which can can hide the souffles voldemort can sprinkle,16
since albus must hiccup since neville must hiccup ginny must prepare the chocolates since a wizard should eat many cookies,since albus must hiccup since must must many chocolates since fred should prepare a cake because james must eat the cookies,20
since a student must chew a strudel because hagrid should assemble the baklava she must hide the souffle which a professor must prepare,since a student must chew a strudel because hagrid should assemble the souffle which she must hide the baklava must must prepare,23
vernon must create a chocolate since neville should create the baklava that lupin can arrange since harry must gobble the eclaires,vernon must create a chocolate since neville should create the baklava that harry can arrange lupin must gobble the eclaires,21
because she can create the chocolates voldemort can prepare the doughnuts that the professor should eat since lily must make the souffle,because she can create the chocolates voldemort can prepare the doughnuts that the professor should eat the lily must make the souffle,22
because neville should chew the chocolates because neville should jump because the witch should prepare a baklava hermione must laugh,because neville should chew the chocolates because petunia should laugh because george should prepare the witch hermione must laugh,20
because lily can create the strudels that the witch must hide the witch can make the strudels which fred should eat,because lily can create the strudels the witch must hide the strudels that the witch can make hagrid should eat the strudels,21
because hermione should wiggle because hagrid must sprinkle the souffle albus may swim because george may prepare the baklava,because hermione should wiggle because hagrid must swim the may sprinkle the souffle because albus may prepare a baklava,19
because dobby should laugh draco must prepare the cookies which ginny must make since lily should assemble the pancakes,because dobby should laugh the must prepare the cookies which draco must make since lily should assemble the pancakes,19
since a student can hiccup sirius may laugh since hermione may hide a baklava,since a student can laugh since may hiccup since she may hide a baklava,14
because snape should eat the strudel that snape should assemble the wizard must wiggle because hagrid must walk,because snape should eat the strudel that should assemble because hagrid must assemble the cakes because hagrid must smile,18
albus should create the pancake that sirius can hide because petunia must make the cookie because the student should assemble the eclaires,albus should create the pancake that sirius can hide because petunia must make the the student should assemble the eclaires because she should run,22
since he must arrange the croissant sirius must eat a baklava that petunia must eat since albus must make a pancake,since he must arrange the croissant sirius must eat a baklava that petunia must eat a must make a pancake,21
vernon must gobble the chocolates because petunia should sprinkle the doughnut that the student can chew since sirius must assemble the croissants,vernon must gobble the chocolates because petunia should sprinkle the doughnut that sirius student chew since the student must assemble the croissants,22
