Target,Prediction,Source Length
ginny should create the cakes which a wizard must hide because mcgonagall should gobble the chocolate which the professor may gobble,ginny should create the cakes which a wizard must hide because mcgonagall should gobble the chocolate which the professor may gobble the cake,21
since ginny may hiccup george must eat the eclaire since the professor can chew the pancakes because voldemort can smile because ginny should walk,since ginny may hiccup george must eat the eclaire since the professor can chew the pancakes because voldemort can smile because because voldemort can smile because lupin can smile because,24
a wizard should gobble the eclaires that the professor can eat since a student should hide a souffle that a wizard may hide,a wizard should gobble the eclaires that the professor can eat since a student should hide a souffle that a wizard should hide a souffle,23
because voldemort should eat a chocolate because a witch should create the croissants that george must sprinkle he may hide a chocolate,because voldemort should eat a chocolate because a witch should create the croissants that george must sprinkle he may hide a hide,22
Target,Prediction,Source Length
since ron may make the cookies since a student can make the chocolate which mcgonagall should arrange he must not arrange a chocolate,since ron may not make the cookies since a student can make the chocolate which mcgonagall should arrange he must arrange a arrange,22
since harry must jump since james may arrange many croissants since a professor may make the croissants james must not hiccup because fred must smile,since harry must not jump since james may arrange many croissants since a professor may make the croissants james must hiccup because the croissants,24
because harry may chew the cookie george must not laugh because voldemort must assemble the cookie because a professor must run because she should giggle,because harry may not chew the cookie george must laugh because voldemort must assemble the cookie because a professor must run because run because run because run because run because,24
since ginny must gobble a cookie since a professor may eat the pancakes which a student may create the witch can not prepare the baklava,since ginny must not gobble a cookie since a professor may eat the pancakes which a student may create the witch can prepare the witch can create the witch can,24
since neville must prepare the cookies because he must sprinkle the cakes that the wizard must gobble the student can not hide the cakes,since neville must not prepare the cookies because he must sprinkle the cakes that the wizard must gobble the student can hide the student can hide,23
since mcgonagall may run ron must not chew a doughnut that a student should make because ron should assemble the croissants which petunia should make,since mcgonagall may not run ron must chew a doughnut that a student should make because ron should assemble the croissants which which must assemble,24
because the wizard must create the doughnuts which he can sprinkle petunia should not assemble a cookie,because the wizard must create the doughnuts which he can arrange petunia petunia should assemble a cookie,16
snape should not wiggle since the witch may prepare the doughnuts since hermione should sprinkle the baklava which he may eat because dobby can swim,snape should not wiggle since the witch may prepare the doughnuts since hermione should sprinkle the baklava which he may eat because because he may eat because because may eat,24
because the wizard must arrange the eclaire which sirius must arrange hagrid must not create the cookie which she may chew,because the wizard must arrange the eclaire eclaire which sirius must arrange hagrid must create the cookie which she may chew,20
since he may party since he must create many doughnuts which she may arrange the professor should not hide the chocolates which hermione can sprinkle,since he may not party since he must create many doughnuts which she may arrange the professor should hide the chocolates which the chocolates which the chocolates which the chocolates,24
